loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,loan_term,loan_status,disbursement_date
LOAN000735,CUST003254,BR076,Auto Loan,1110998,11.21,78,Active,2026-02-06
LOAN000736,CUST001031,BR128,Home Loan,7849918,12.18,188,Active,2025-04-04
LOAN000737,CUST002938,BR086,Home Loan,4832541,11.74,167,Closed,2026-07-24
LOAN000738,CUST003912,BR106,Home Loan,4888474,14.65,120,Active,2020-10-27
LOAN000739,CUST002261,BR078,Home Loan,3743547,13.79,142,Closed,2023-09-06
LOAN000740,CUST003034,BR014,Gold Loan,285573,8.36,29,Active,2024-12-21
LOAN000741,CUST003294,BR095,Home Loan,8610432,10.55,120,Active,2025-10-07
LOAN000742,CUST003954,BR098,Gold Loan,376449,12.21,11,Active,2026-07-04
LOAN000743,CUST000115,BR011,Personal Loan,970333,14.08,49,Closed,2026-05-13
LOAN000744,CUST002509,BR126,Business Loan,202542,16.09,31,Active,2023-02-12
LOAN000745,CUST002613,BR124,Personal Loan,453341,8.76,49,Closed,2024-01-04
LOAN000746,CUST001794,BR039,Home Loan,7611194,9.45,212,Active,2020-01-04
LOAN000747,CUST004736,BR061,Personal Loan,693312,7.59,52,Closed,2020-03-17
LOAN000748,CUST000569,BR033,Home Loan,2259675,8.41,139,Active,2024-04-21
LOAN000749,CUST002828,BR131,Home Loan,5954959,10.19,129,Closd,2025-03-01
LOAN000750,CUST001957,BR143,Education Loan,1742255,9.23,117,Active,2025-11-01
LOAN000751,CUST003325,BR075,Home Loan,1775239,14.92,159,Active,2026-04-29
LOAN000752,CUST004378,BR107,Personal Loan,325572,14.87,55,Active,2020-03-18
LOAN000753,CUST003987,BR030,Gold Loan,490181,12.18,8,actve,2026-01-13
LOAN000754,CUST002023,BR134,Auto Loan,1722257,9.02,29,Closed,2019-07-30
LOAN000755,CUST000267,BR058,Education Loan,1979552,10.86,82,Pending Approval,2023-12-08
LOAN000756,CUST002824,BR054,Home Loan,8863835,8.4,186,Active,2026-07-12
LOAN000757,CUST001400,BR029,Gold Loan,147564,9.89,21,Active,2026-01-11
LOAN000758,CUST004545,BR138,Auto Loan,408119,16.45,60,Active,2024-04-30
LOAN000759,CUST003503,BR006,Home Loan,7899217,12.58,131,Active,2026-05-30
LOAN000760,CUST003216,BR089,Gold Loan,301429,13.66,8,Active,2025-04-20
LOAN000761,CUST001531,BR064,Auto Loan,1626434,14.3,57,Active,2025-04-28
LOAN000762,CUST002962,BR084,Home Loan,1663524,8.99,231,Closed,2020-12-11
LOAN000763,CUST001806,BR130,Education Loan,842997,15.53,113,Active,2022-01-20
LOAN000764,CUST004661,BR040,Business Loan,4776269,16.23,46,Active,2023-10-16
LOAN000765,CUST003028,BR077,Auto Loan,1656840,12.85,41,Active,2023-12-17
LOAN000766,CUST001594,BR004,Gold Loan,484930,10.86,8,Closed,2019-09-29
LOAN000767,CUST003328,BR098,Gold Loan,30697,15.59,28,Active,2025-01-04
LOAN000768,CUST004878,BR080,Business Loan,2364753,12.76,93,Active,2023-01-27
LOAN000769,CUST002008,BR084,Personal Loan,644373,15.99,20,Active,2020-02-05
LOAN000770,CUST004324,BR148,Personal Loan,365369,12.21,21,Closed,2021-03-21
LOAN000771,CUST004127,BR057,Personal Loan,861839,10.01,15,Active,2026-07-31
LOAN000772,CUST002808,BR059,Education Loan,1608911,8.1,66,Active,2022-07-23
LOAN000773,CUST001703,BR100,Auto Loan,284516,8.89,65,Pending Approval,2026-03-09
LOAN000774,CUST001968,BR141,Personal Loan,786297,10.45,36,Active,2018-12-17
LOAN000775,CUST003537,BR043,Business Loan,3526648,14.43,78,Active,2024-01-26
LOAN000776,CUST800007,BR010,Gold Loan,467209,11.37,13,Active,2023-10-22
LOAN000777,CUST004528,BR061,Home Loan,8445949,13.58,212,Closed,2024-05-13
LOAN000778,CUST001956,BR034,Personal Loan,448323,13.97,53,Active,2026-02-18
LOAN000779,CUST002913,BR070,Home Loan,1790896,7.75,125,Closed,2025-12-02
LOAN000780,CUST001890,BR043,Auto Loan,816954,-2.0,55,Active,2015-05-04
LOAN000781,CUST004808,BR057,Gold Loan,237785,14.76,30,Closed,2020-07-16
LOAN000782,CUST001320,BR056,Auto Loan,988162,14.23,59,Closed,2014-10-24
LOAN000783,CUST002337,BR035,Personal Loan,603333,13.57,28,Closed,2024-06-04
LOAN000784,CUST002420,BR084,Gold Loan,116711,9.78,26,Pending Approval,2023-06-14
LOAN000785,CUST003635,BR016,Gold Loan,436434,9.67,28,Active,2018-02-12
LOAN000786,CUST004884,BR126,Gold Loan,25689,7.65,34,Active,2022-05-07
LOAN000787,CUST004732,BR094,Education Loan,1779213,9.88,108,Active,2024-11-15
LOAN000788,CUST001882,BR086,Home Loan,8018085,16.34,210,Active,2023-06-16
LOAN000789,CUST002063,BR036,Auto Loan,209959,11.53,39,Active,2023-07-05
LOAN000790,CUST001570,BR019,Auto Loan,881234,8.58,35,Active,2025-12-06
LOAN000791,CUST004925,BR049,Business Loan,1614157,12.47,29,Closed,2024-05-28
LOAN000792,CUST001399,BR006,Gold Loan,351321,13.03,28,Active,2023-12-16
LOAN000793,CUST002257,BR043,Personal Loan,779990,10.27,29,Active,2023-12-12
LOAN000794,CUST000157,BR105,Education Loan,1962865,8.68,83,Active,2022-11-20
LOAN000795,CUST000515,BR108,Personal Loan,361719,12.07,20,Active,2026-03-01
LOAN000796,CUST000744,BR108,Personal Loan,423777,14.78,55,Pending Approval,2013-11-26
LOAN000797,CUST002776,BR058,Gold Loan,499508,11.51,30,Closed,2024-08-03
LOAN000798,CUST001146,BR001,Home Loan,4400458,13.28,234,Active,2013-04-02
LOAN000799,CUST002826,BR121,Home Loan,7411417,9.07,190,Active,2020-03-03
LOAN000800,CUST004282,BR014,Personal Loan,979831,9.35,57,Active,2019-12-06
LOAN000801,CUST002211,BR062,Personal Loan,192841,8.11,33,Active,2017-10-06
LOAN000802,CUST003849,BR133,Gold Loan,412298,14.36,25,Active,2023-07-17
LOAN000803,CUST002913,BR125,Auto Loan,401549,11.53,69,Active,2025-12-14
LOAN000804,CUST003647,BR089,Auto Loan,1392050,14.06,67,Active,2025-05-21
LOAN000805,CUST002890,BR094,Education Loan,1026470,15.73,97,Active,2022-06-16
LOAN000806,CUST000847,BR070,Home Loan,2554583,7.96,168,Closed,2025-09-17
LOAN000807,CUST000956,BR064,Auto Loan,1413558,11.64,69,Active,2026-05-26
LOAN000808,CUST004897,BR014,Education Loan,672985,10.36,105,Active,2019-04-13
LOAN000809,CUST000379,BR130,Gold Loan,443804,10.2,14,Closed,2018-06-27
LOAN000810,CUST004789,BR043,Home Loan,8664446,10.15,122,Closed,2023-06-05
LOAN000811,CUST001726,BR085,Personal Loan,907940,12.71,55,Active,2025-11-29
LOAN000812,CUST003283,BR108,Home Loan,4834042,14.08,178,Closed,2026-06-15
LOAN000813,CUST004090,BR128,Gold Loan,253555,15.38,7,Active,2011-11-23
LOAN000814,CUST004743,BR086,Personal Loan,90442,9.66,53,Active,2019-03-14
LOAN000815,CUST000977,BR009,Business Loan,3047410,0.0,28,Closed,2025-10-09
LOAN000816,CUST003907,BR082,Education Loan,2104117,12.53,115,actve,2022-08-25
LOAN000817,CUST001650,BR067,Gold Loan,162072,8.64,25,actve,2026-06-25
LOAN000818,CUST000635,BR120,Gold Loan,37700,9.31,31,Active,2025-01-14
LOAN000819,CUST002143,BR068,Home Loan,2816430,15.89,144,Active,2025-04-09
LOAN000820,CUST002852,BR110,Home Loan,4254269,12.58,121,Active,2026-07-02
LOAN000821,CUST004677,BR063,Auto Loan,1365372,11.02,40,Closed,2026-01-16
LOAN000822,CUST001512,BR043,Home Loan,4257946,10.79,201,Active,2026-02-22
LOAN000823,CUST004430,BR099,Auto Loan,1409466,14.88,63,Closed,2024-08-19
LOAN000824,CUST001601,BR139,Personal Loan,349664,14.48,40,Active,2025-06-14
LOAN000825,CUST002500,BR050,Business Loan,715372,7.73,67,Active,2025-08-30
LOAN000826,CUST003647,BR091,Personal Loan,774028,14.33,12,Closed,2026-04-14
LOAN000827,CUST001692,BR120,Auto Loan,1126443,10.14,51,Active,2020-05-07
LOAN000828,CUST003135,BR020,Auto Loan,396548,8.27,41,Closed,2022-09-19
LOAN000829,CUST002464,BR001,Business Loan,3350836,13.49,87,Active,2023-04-09
LOAN000830,CUST002795,BR077,Gold Loan,93194,14.54,7,Active,2020-07-23
LOAN000831,CUST001118,BR139,Education Loan,1648289,15.69,58,Closed,2022-10-24
LOAN000832,CUST004971,BR064,Personal Loan,481255,14.94,37,Active,2024-06-10
LOAN000833,CUST004666,BR026,Personal Loan,511577,9.51,53,Active,2023-05-29
LOAN000834,CUST001308,BR121,Personal Loan,962606,10.52,43,Pending Approval,2015-10-07
LOAN000835,CUST004125,BR125,Personal Loan,720699,15.05,21,Active,2018-08-11
LOAN000836,CUST004371,BR140,Gold Loan,46628,12.17,27,Defaulted,2024-08-25
LOAN000837,CUST002263,BR124,Personal Loan,522935,11.09,51,Closed,2026-01-22
LOAN000838,CUST003448,BR033,Auto Loan,1483931,9.03,30,Active,2025-08-03
LOAN000839,CUST002980,BR059,Personal Loan,414441,8.18,45,Closed,2024-12-08
LOAN000840,CUST000140,BR109,Business Loan,4823058,14.59,60,Active,2021-07-15
LOAN000841,CUST001252,BR101,Business Loan,1005140,9.77,77,Closed,2026-03-02
LOAN000842,CUST002359,BR081,Auto Loan,164058,13.81,47,Active,2024-09-10
LOAN000843,CUST001513,BR072,Business Loan,,11.8,48,Active,2018-10-19
LOAN000844,CUST000765,BR136,Gold Loan,126702,9.1,21,Active,2020-11-02
LOAN000845,CUST000664,BR121,Home Loan,8954048,8.81,233,Active,2020-03-24
LOAN000846,CUST000596,BR012,Business Loan,470000,10.1,84,Defaulted,2022-06-18
LOAN000847,CUST003521,BR099,Personal Loan,755709,7.51,37,Closed,2023-02-28
LOAN000848,CUST003466,BR107,Home Loan,5603779,14.93,233,Active,2021-07-01
LOAN000849,CUST003059,BR074,Business Loan,4889356,9.53,61,Closed,2025-10-10
LOAN000850,CUST004439,BR146,Home Loan,8650134,15.67,126,Closed,2024-05-25
LOAN000851,CUST004849,BR050,Auto Loan,1404041,11.08,73,Closed,2024-03-17
LOAN000852,CUST003398,BR087,Business Loan,4215943,12.44,43,Pending Approval,2014-11-26
LOAN000853,CUST002769,BR002,Business Loan,3051871,10.93,61,Active,2016-04-08
LOAN000854,CUST001706,BR046,Gold Loan,313340,9.16,33,Pending Approval,2026-06-24
LOAN000855,CUST004328,BR146,Gold Loan,307378,9.94,27,Closed,2025-09-30
LOAN000856,CUST000225,BR100,Personal Loan,945588,13.47,42,Active,2025-09-28
LOAN000857,CUST001875,BR102,Business Loan,399717,13.35,83,Closed,2019-10-13
LOAN000858,CUST002345,BR004,Home Loan,4964078,12.49,205,closed,2025-03-06
LOAN000859,CUST001858,BR011,Personal Loan,83286,9.28,31,Active,2022-09-28
LOAN000860,CUST000974,BR084,Home Loan,8878390,9.49,170,Active,2026-07-26
LOAN000861,CUST004799,BR017,Education Loan,756832,7.5,79,Active,2023-05-15
LOAN000862,CUST004127,BR059,Home Loan,3027633,16.03,134,Active,2026-07-23
LOAN000863,CUST004207,BR057,Personal Loan,956687,12.02,46,Active,2026-04-03
LOAN000864,CUST001744,BR018,Personal Loan,808540,11.21,30,Active,2023-11-25
LOAN000865,CUST003385,BR144,Personal Loan,212605,9.26,29,Defaulted,2026-06-15
LOAN000866,CUST004507,BR137,Home Loan,2028482,13.81,126,Active ,2024-11-18
LOAN000867,CUST003450,BR134,Personal Loan,902512,8.19,21,Active,2025-12-08
LOAN000868,CUST000615,BR072,Home Loan,1529083,10.08,136,Active,2025-02-06
LOAN000869,CUST001414,BR018,Personal Loan,599041,9.97,53,closed,2024-01-10
LOAN000870,CUST000312,BR132,Auto Loan,971503,16.32,57,Active,2025-10-22
LOAN000871,CUST000812,BR138,Personal Loan,630270,12.73,24,Active,2025-03-09
LOAN000872,CUST000018,BR039,Gold Loan,398938,13.77,20,Active,2023-08-01
LOAN000873,CUST001479,BR107,Personal Loan,903332,14.62,52,Closed,2026-07-05
LOAN000874,CUST004898,BR047,Personal Loan,94848,13.19,29,Active,2022-05-29
LOAN000875,CUST000435,BR128,Personal Loan,624144,10.09,47,pending approval,2019-09-25
LOAN000876,CUST002367,BR148,Home Loan,7447732,12.78,193,Active,2025-07-03
LOAN000877,CUST003459,BR054,Home Loan,8908222,7.72,210,Active,2019-07-05
LOAN000878,CUST003617,BR083,Business Loan,4679990,11.04,67,Active,2024-09-28
LOAN000879,CUST003131,BR091,Auto Loan,154554,8.62,83,Defaulted,2026-07-21
LOAN000880,CUST000522,BR057,Gold Loan,39492,7.84,27,Closd,2019-11-09
LOAN000881,CUST001165,BR147,Auto Loan,510379,13.12,43,Closed,2025-05-26
LOAN000882,CUST000531,BR113,Personal Loan,126241,13.61,29,Pending Approval,2022-10-11
LOAN000883,CUST002518,BR062,Business Loan,315995,13.89,81,Closed,2021-08-25
LOAN000884,CUST001344,BR009,Home Loan,7646354,,204,Active,2023-04-17
LOAN000885,CUST000171,BR036,Business Loan,2380225,9.38,40,Closed,2024-03-16
LOAN000886,CUST000545,BR116,Personal Loan,199659,15.52,50,Active,2025-02-15
LOAN000887,CUST000001,BR003,Education Loan,1947455,16.33,77,Closed,2023-02-10
LOAN000888,CUST000222,BR906,Gold Loan,96519,14.98,34,Active,2026-03-08
LOAN000889,CUST000971,BR070,Personal Loan,591502,16.18,47,Active ,2026-04-29
LOAN000890,CUST000329,BR003,Home Loan,5455947,9.19,132,Active,2024-07-11
LOAN000891,CUST000021,BR033,Education Loan,1638440,14.66,43,Closed,2018-10-28
LOAN000892,CUST002132,BR150,Education Loan,1557520,8.7,97,Closed,2015-04-18
LOAN000893,CUST000457,BR144,Personal Loan,536221,9.56,38,Active,2021-01-19
LOAN000894,CUST002144,BR031,Gold Loan,158809,8.26,9,closed,2021-12-18
LOAN000895,CUST001972,BR065,Auto Loan,1447768,15.24,36,Closed,2021-07-31
LOAN000896,CUST002489,BR135,Education Loan,1380256,7.76,70,Closed,2025-08-11
LOAN000897,CUST003248,BR011,Personal Loan,632377,8.37,59,Active,2023-03-26
LOAN000898,CUST003086,BR076,Home Loan,2795185,10.64,174,Active,2017-07-17
LOAN000899,CUST001693,BR127,Home Loan,5331385,15.99,222,Active,2026-07-07
LOAN000900,CUST800008,BR025,Auto Loan,194508,13.94,27,Closed,2023-08-30
LOAN000901,CUST001180,BR145,Business Loan,1036680,9.63,70,Active,2026-07-06
LOAN000902,CUST002643,BR079,Education Loan,273068,10.4,72,Active,2024-10-10
LOAN000903,CUST002893,BR004,Personal Loan,772421,,29,Active,2026-07-20
LOAN000904,CUST004938,BR030,Gold Loan,215042,13.63,14,Active,2024-11-02
LOAN000905,CUST001686,BR136,Personal Loan,618502,16.21,53,Active,2015-08-03
LOAN000906,CUST003240,BR012,Auto Loan,450832,10.3,43,Active ,2019-11-22
LOAN000907,CUST003539,BR111,Personal Loan,123991,8.67,59,Active,2024-08-29
LOAN000908,CUST004079,BR046,Auto Loan,1200813,13.79,57,Active,2025-05-30
LOAN000909,CUST002885,BR026,Auto Loan,745619,11.79,68,Active,2021-03-03
LOAN000910,CUST004402,BR073,Business Loan,2820659,13.76,72,Active,2021-04-27
LOAN000911,CUST003827,BR113,Personal Loan,733030,15.18,19,Active,2026-02-02
LOAN000912,CUST001108,BR100,Personal Loan,623347,14.31,54,Closed,2023-11-19
LOAN000913,CUST003380,BR047,Home Loan,7394345,12.26,196,Active,2026-05-03
LOAN000914,CUST001073,BR052,Education Loan,366298,15.74,97,Active,2026-07-25
LOAN000915,CUST003057,BR074,Business Loan,2271351,9.89,65,Active,2026-06-29
LOAN000916,CUST001066,BR044,Business Loan,4581268,13.66,79,Active,2025-11-05
LOAN000917,CUST001482,BR095,Personal Loan,236712,11.47,33,Active,2026-04-20
LOAN000918,CUST002008,BR067,Auto Loan,1576960,11.18,69,Closed,2018-08-31
LOAN000919,CUST001389,BR014,Personal Loan,532411,12.89,57,Active,2024-12-22
LOAN000920,CUST004659,BR068,Business Loan,1957584,8.79,30,Active,2021-02-09
LOAN000921,CUST003655,BR022,Home Loan,4709718,8.36,123,Active,2026-03-12
LOAN000922,CUST004331,BR125,Education Loan,1151498,10.71,66,Active,2025-03-24
LOAN000923,CUST003034,BR066,Auto Loan,1677975,-2.0,26,Active,2025-09-25
LOAN000924,CUST002143,BR016,Auto Loan,885384,12.63,57,Pending Approval,2026-04-18
LOAN000925,CUST000252,BR036,Auto Loan,370001,15.75,81,Active,2025-08-21
LOAN000926,CUST002344,BR014,Personal Loan,457919,10.92,31,Active,2025-09-25
LOAN000927,CUST002947,BR024,Auto Loan,1470393,10.69,62,Active,2025-04-13
LOAN000928,CUST004339,BR078,Education Loan,1086730,13.56,105,Pending Approval,2021-08-06
LOAN000929,CUST000480,BR015,Business Loan,1224248,14.69,28,Closed,2026-04-13
LOAN000930,CUST002778,BR088,Personal Loan,524012,9.27,37,Active,2024-02-13
LOAN000931,CUST001343,BR138,Personal Loan,993447,9.83,39,Active,2022-07-20
LOAN000932,CUST001884,BR045,Home Loan,6166609,9.27,127,Active,2025-04-26
LOAN000933,CUST002083,BR006,Auto Loan,1138488,10.27,70,Active,2020-12-27
LOAN000934,CUST000281,BR033,Gold Loan,237339,8.65,11,Active,2025-11-29
LOAN000935,CUST002945,BR121,Auto Loan,1672389,16.02,46,Active,2021-12-29
LOAN000936,CUST002191,BR129,Personal Loan,286582,16.24,50,Active,2018-10-12
LOAN000937,CUST002849,BR072,Personal Loan,946224,14.21,46,Active,2025-08-06
LOAN000938,CUST000963,BR032,Personal Loan,623185,13.7,53,Active,2024-04-22
LOAN000939,CUST004491,BR059,Personal Loan,,9.26,46,Active,2019-10-19
LOAN000940,CUST000263,BR098,Auto Loan,673829,8.9,83,Active,2025-10-04
LOAN000941,CUST002184,BR050,Auto Loan,295146,8.24,46,Active,2025-09-20
LOAN000942,CUST000316,BR106,Personal Loan,139563,8.35,48,Active,2022-09-05
LOAN000943,CUST004292,BR111,Personal Loan,209162,12.87,27,actve,2026-04-18
LOAN000944,CUST002935,BR088,Auto Loan,817068,8.76,70,Active,2025-01-22
LOAN000945,CUST003290,BR079,Gold Loan,169322,15.68,34,Active,2026-04-13
LOAN000946,CUST002128,BR060,Home Loan,5939730,11.0,161,Closed,2018-06-27
LOAN000947,CUST003260,BR073,Gold Loan,64519,7.77,18,Closed,2021-01-19
LOAN000948,CUST004169,BR124,Home Loan,3441808,15.58,202,Active,2024-08-20
LOAN000949,CUST001397,BR023,Personal Loan,257262,15.51,45,Active,2020-02-14
LOAN000950,CUST003131,BR066,Gold Loan,492240,8.92,19,Closed,2026-04-30
LOAN000951,CUST001259,BR053,Business Loan,3760788,14.65,30,Active,2022-05-13
LOAN000952,CUST000344,BR014,Education Loan,2241330,9.35,101,Active,2018-08-22
LOAN000953,CUST002359,BR009,Home Loan,7511612,9.68,211,Defaulted,2025-01-08
LOAN000954,CUST002415,BR002,Personal Loan,287765,10.15,13,Closed,2024-12-19
LOAN000955,CUST001693,BR102,Home Loan,4909346,13.6,127,Active,2026-07-08
LOAN000956,CUST002960,BR139,Auto Loan,1644098,10.23,60,Active,2016-01-17
LOAN000957,CUST001799,BR014,Personal Loan,911647,8.69,13,Pending Approval,2025-11-02
LOAN000958,CUST004188,BR125,Gold Loan,127035,9.55,14,Active,2018-05-06
LOAN000959,CUST003894,BR041,Personal Loan,932322,7.71,57,Active,2023-12-08
LOAN000960,CUST004821,BR133,Gold Loan,417467,7.88,24,Active,2017-11-19
LOAN000961,CUST002330,BR006,Personal Loan,301509,16.36,55,Active,2026-05-13
LOAN000962,CUST002183,BR039,Gold Loan,120558,10.64,32,Closd,2014-05-12
LOAN000963,CUST002694,BR065,Personal Loan,121233,13.92,25,Closed,2024-01-18
LOAN000964,CUST001209,BR041,Personal Loan,379315,14.24,42,Closed,2025-08-09
LOAN000965,CUST003401,BR147,Personal Loan,939362,11.93,27,Defaulted,2025-06-03
LOAN000966,CUST002482,BR089,Education Loan,2003733,15.25,80,Closed,2026-05-21
LOAN000967,CUST001027,BR056,Auto Loan,822498,13.05,44,Active,2026-02-18
LOAN000968,CUST001060,BR135,Business Loan,2726536,15.64,46,Active,2024-09-20
LOAN000969,CUST003275,BR146,Home Loan,3255035,12.9,197,Active,2023-05-13
LOAN000970,CUST001369,BR134,Business Loan,977666,8.1,90,Active,2025-02-04
LOAN000971,CUST003540,BR111,Home Loan,4802847,0.0,213,Active,2025-11-06
LOAN000972,CUST000732,BR049,Auto Loan,1653453,10.98,30,Closed,2026-07-14
LOAN000973,CUST003810,BR113,Home Loan,4743172,15.63,153,Active,2017-07-23
LOAN000974,CUST003221,BR130,Personal Loan,517536,15.58,21,Closed,2025-10-12
LOAN000975,CUST003544,BR066,Education Loan,1898095,11.03,78,Active,2016-12-15
LOAN000976,CUST003479,BR059,Personal Loan,592576,9.52,55,Active,2025-11-10
LOAN000977,CUST002650,BR123,Gold Loan,27109,10.41,12,Active,2016-12-12
LOAN000978,CUST001837,BR027,Education Loan,2119241,12.14,98,Active ,2025-01-25
LOAN000979,CUST002890,BR143,Auto Loan,1231298,10.34,24,Active,2025-06-19
LOAN000980,CUST000043,BR024,Business Loan,2081439,8.12,24,Active,2022-08-24
LOAN000981,CUST003837,BR110,Gold Loan,20333,15.71,31,Closed,2025-10-14
LOAN000982,CUST003021,BR088,Business Loan,1610372,13.45,54,Closed,2020-11-18
LOAN000983,CUST003012,BR018,Auto Loan,439365,15.03,63,Closed,2025-12-16
LOAN000984,CUST001176,BR012,Business Loan,4793619,8.71,80,Active,2026-04-22
LOAN000985,CUST004992,BR040,Home Loan,2128994,13.13,123,Active,2020-01-08
LOAN000986,CUST000574,BR085,Business Loan,556247,11.63,93,Active,2014-06-13
LOAN000987,CUST003284,BR086,Auto Loan,1149623,14.34,78,Defaulted,2024-04-08
LOAN000988,CUST002471,BR004,Home Loan,5675800,15.28,215,Active,2021-09-12
LOAN000989,CUST001528,BR084,Gold Loan,478689,8.62,33,Closed,2021-07-01
LOAN000990,CUST001641,BR035,Gold Loan,210232,13.22,17,Closed,2020-09-25
LOAN000991,CUST002132,BR059,Auto Loan,427450,11.63,43,Active,2024-09-22
LOAN000992,CUST001897,BR133,Personal Loan,307846,11.74,51,Active,2020-06-05
LOAN000993,CUST003810,BR108,Gold Loan,213300,11.13,32,Closed,2016-02-25
LOAN000994,CUST003846,BR136,Home Loan,2091387,7.83,221,Active,2023-01-01
LOAN000995,CUST002899,BR102,Gold Loan,227262,10.23,16,Pending Approval,2018-06-15
LOAN000996,CUST004406,BR104,Education Loan,2173999,15.24,55,Active,2019-11-07
LOAN000997,CUST002057,BR133,Auto Loan,654128,13.53,39,Defaulted,2026-07-12
LOAN000998,CUST004193,BR015,Auto Loan,1346277,14.79,79,Active,2024-11-23
LOAN000999,CUST002753,BR067,Personal Loan,195705,11.31,30,Pending Approval,2021-08-19
LOAN001000,CUST002919,BR137,Home Loan,5198515,15.4,163,Active,2026-04-13
LOAN001001,CUST004259,BR089,Auto Loan,1037743,13.42,47,Active,2023-11-08
LOAN001002,CUST000721,BR040,Personal Loan,836370,15.48,24,Active,2015-10-09
LOAN001003,CUST004690,BR101,Personal Loan,674178,11.71,31,Active,2022-03-21
LOAN001004,CUST001805,BR012,Auto Loan,912352,13.64,80,Closed,2025-09-25
LOAN001005,CUST003931,BR121,Auto Loan,337393,9.21,45,Closed,2025-03-12
LOAN001006,CUST002297,BR053,Personal Loan,970033,10.76,45,Closed,2020-01-30
LOAN001007,CUST002924,BR062,Auto Loan,518238,8.85,37,Closed,2023-07-16
LOAN001008,CUST002753,BR025,Home Loan,2622435,9.31,221,actve,2025-08-25
LOAN001009,CUST002723,BR037,Gold Loan,398625,11.17,21,Closed,2023-09-15
LOAN001010,CUST000751,BR106,Home Loan,8688561,11.13,173,Active,2021-12-23
LOAN001011,CUST001952,BR011,Gold Loan,206201,15.15,26,Active,2014-10-23
LOAN001012,CUST001496,BR049,Personal Loan,930706,11.8,40,Active,2021-03-16
LOAN001013,CUST001410,BR141,Education Loan,342295,8.77,60,Active,2023-02-25
LOAN001014,CUST004198,BR090,Auto Loan,1685498,16.11,82,Active,2024-11-26
LOAN001015,CUST001333,BR146,Auto Loan,1107232,10.17,64,Closed,2026-05-06
LOAN001016,CUST004941,BR145,Gold Loan,67346,9.45,26,Active,2025-04-12
LOAN001017,CUST000489,BR019,Home Loan,4368352,,207,Active,2025-12-03
LOAN001018,CUST001144,BR067,Business Loan,1825506,12.65,87,Closed,2026-01-29
LOAN001019,CUST000863,BR144,Gold Loan,179952,9.25,10,Active,2025-03-12
LOAN001020,CUST003769,BR048,Business Loan,3904856,11.11,90,Active,2020-10-08
LOAN001021,CUST000136,BR001,Business Loan,1732871,9.85,34,Closed,2020-02-20
LOAN001022,CUST001362,BR090,Home Loan,5340905,11.2,191,Active,2020-11-24
LOAN001023,CUST000451,BR063,Business Loan,4833895,12.08,60,Closed,2024-04-18
LOAN001024,CUST000716,BR092,Auto Loan,1479092,12.91,83,Closed,2025-07-30
LOAN001025,CUST001904,BR063,Auto Loan,857933,9.88,83,Active,2026-05-05
LOAN001026,CUST000720,BR085,Personal Loan,543163,8.92,50,Closd,2026-05-23
LOAN001027,CUST003126,BR016,Home Loan,5189927,12.28,214,Active,2026-04-12
LOAN001028,CUST004199,BR016,Home Loan,2845191,13.05,156,Active,2024-08-28
LOAN001029,CUST004771,BR015,Home Loan,5879078,,208,Active,2017-11-03
LOAN001030,CUST002299,BR003,Personal Loan,267231,12.14,38,Pending Approval,2026-04-25
LOAN001031,CUST003798,BR101,Gold Loan,451740,16.1,34,Active,2017-12-25
LOAN001032,CUST003159,BR130,Education Loan,2249060,10.3,78,Closed,2014-10-02
LOAN001033,CUST800009,BR058,Home Loan,1660565,8.75,238,Active ,2012-07-11
LOAN001034,CUST004433,BR029,Gold Loan,201224,11.66,17,Active,2024-10-28
LOAN001035,CUST003724,BR113,Auto Loan,520358,11.53,50,Closed,2023-05-11
LOAN001036,CUST002984,BR006,Personal Loan,486673,11.99,37,Closed,2021-06-18
LOAN001037,CUST003638,BR008,Personal Loan,955146,9.82,43,Closed,2026-07-21
LOAN001038,CUST000010,BR087,Home Loan,7551786,13.72,215,Closed,2016-06-29
LOAN001039,CUST002059,BR003,Personal Loan,628412,9.29,35,Closed,2014-12-23
LOAN001040,CUST003075,BR024,Personal Loan,860597,14.79,40,Active,2019-12-18
LOAN001041,CUST002775,BR043,Auto Loan,1014690,8.4,64,Active,2015-10-19
LOAN001042,CUST000341,BR144,Education Loan,901239,16.5,112,Active,2023-10-10
LOAN001043,CUST003159,BR075,Auto Loan,1098682,9.14,30,Active,2019-05-01
LOAN001044,CUST002273,BR103,Auto Loan,377509,15.96,59,Closed,2025-09-04
LOAN001045,CUST004938,BR050,Business Loan,3021909,11.03,85,Closed,2017-06-07
LOAN001046,CUST003868,BR150,Education Loan,362087,11.12,69,Active,2025-01-21
LOAN001047,CUST001576,BR135,Home Loan,5846444,15.32,233,Defaulted,2018-10-31
LOAN001048,CUST004190,BR123,Business Loan,4468695,7.71,78,Active,2022-08-10
LOAN001049,CUST003179,BR042,Personal Loan,71343,9.76,57,Closed,2019-08-02
LOAN001050,CUST002096,BR048,Personal Loan,571842,45.5,22,Closd,2025-08-01
LOAN001051,CUST002935,BR022,Gold Loan,313775,16.25,28,Active,2024-09-01
LOAN001052,CUST002936,BR103,Auto Loan,775994,13.1,56,Active,2022-02-16
LOAN001053,CUST001418,BR116,Gold Loan,345885,11.81,35,Active,2026-04-21
LOAN001054,CUST003914,BR065,Auto Loan,817357,11.0,73,Active,2025-11-16
